facid,facname,fac_type_code,city,county_name,capacity,latitude,longitude,zip,license_status_description
240000106,"ARROWHEAD HEALTHCARE CENTER, LLC",SNF,SAN BERNARDINO,SAN BERNARDINO,58,34.167933,-117.283986,92407,ACTIVE
240000107,TOTALLY KIDS REHABILITATION HOSPITAL - D/P SNF,SNF,LOMA LINDA,SAN BERNARDINO,56,34.070094,-117.244899,92354,ACTIVE
240000111,AARON HOUSE,ICFDDH,REDLANDS,SAN BERNARDINO,6,34.065864,-117.154215,92374,ACTIVE
240000120,LA PAIX HOUSE,ICFDDN,SAN BERNARDINO,SAN BERNARDINO,6,34.152768,-117.2775645,92404,ACTIVE
240000121,NEWBURY HOUSE,ICFDDN,LOMA LINDA,SAN BERNARDINO,6,34.044219,-117.2266155,92354,ACTIVE
240000122,ROBINSON HOUSE,ICFDDH,LOMA LINDA,SAN BERNARDINO,6,34.04313101,-117.251135,92354,ACTIVE
240000124,BUCHANAN HOUSE,ICFDDH,LOMA LINDA,SAN BERNARDINO,6,34.045704,-117.257724,92354,ACTIVE
240000125,HIGHLAND HOUSE,ICFDDH,HIGHLAND,SAN BERNARDINO,6,34.152903,-117.2340585,92346,ACTIVE
240000126,JANE HOUSE,ICFDDH,SAN BERNARDINO,SAN BERNARDINO,6,34.142742,-117.2420235,92404,ACTIVE
240000127,CIRCLEBROOK,ICFDDN,LOMA LINDA,SAN BERNARDINO,15,34.070094,-117.244899,92354,ACTIVE
240000128,TARA DIVISION,ICFDDH,LOMA LINDA,SAN BERNARDINO,6,34.070139,-117.24561,92354,ACTIVE
240000129,TWELVE OAKS DIVISION,ICFDDH,LOMA LINDA,SAN BERNARDINO,6,34.071039,-117.2457675,92354,ACTIVE
240000131,ROSEBUD DIVISION,ICFDDH,LOMA LINDA,SAN BERNARDINO,6,34.071084,-117.2448045,92354,ACTIVE
240000132,PIONEER HOUSE,ICFDDH,REDLANDS,SAN BERNARDINO,6,34.080714,-117.172341,92374,ACTIVE
240000135,OLIVE HOUSE,ICFDDN,FONTANA,SAN BERNARDINO,6,34.130781,-117.453915,92336,ACTIVE
240000136,SYCAMORE HOUSE,ICFDDH,FONTANA,SAN BERNARDINO,6,34.130826,-117.4544685,92336,ACTIVE
240000137,ELM HOUSE,ICFDDH,LOMA LINDA,SAN BERNARDINO,6,34.058124,-117.2515815,92354,ACTIVE
240000143,SHANDIN HILLS BEHAVIOR THERAPY CENTER,SNF,SAN BERNARDINO,SAN BERNARDINO,78,34.170372,-117.3102615,92407,ACTIVE
240000145,VILLA MESA CARE CENTER,SNF,UPLAND,SAN BERNARDINO,99,34.104447,-117.639468,91786,ACTIVE
240000150,REDLANDS HEALTHCARE CENTER,SNF,REDLANDS,SAN BERNARDINO,78,34.037523,-117.203661,92373,ACTIVE
240000152,VALLEY HEALTHCARE CENTER,SNF,SAN BERNARDINO,SAN BERNARDINO,109,34.129764,-117.2797335,92404,ACTIVE
240000156,WATERMAN CANYON POST ACUTE,SNF,SAN BERNARDINO,SAN BERNARDINO,166,34.131978,-117.279189,92404,ACTIVE
240000162,VICTOR VALLEY DIALYSIS,ESRD/CDC,APPLE VALLEY,SAN BERNARDINO,22,34.542639,-117.270927,92307,ACTIVE
240000170,UPLAND DIALYSIS,ESRD/CDC,UPLAND,SAN BERNARDINO,24,34.10118,-117.633258,91786,ACTIVE
240000172,LOMA LINDA UNIVERSITY KIDNEY CENTER,ESRD/CDC,LOMA LINDA,SAN BERNARDINO,20,34.046856,-117.2606805,92354,ACTIVE
240000220,BLOOMINGTON COMMUNITY HEALTH CENTER,COMTYC,BLOOMINGTON,SAN BERNARDINO,0,34.0701702,-117.3982577,92316,ACTIVE
240000249,THE EYE SURGERY CENTER,ASC,COLTON,SAN BERNARDINO,0,34.047846,-117.2948805,92324,
240000252,JOSHUA TREE POST ACUTE,SNF,YUCCA VALLEY,SAN BERNARDINO,58,34.096788,-116.4318525,92284,ACTIVE
240000253,ONTARIO ADVANCED SURGERY CENTER,ASC,ONTARIO,SAN BERNARDINO,0,34.084476,-117.6728985,91762,INACTIVE - CAPEN DECISION
240000254,THE CENTRE FOR PLASTIC SURGERY,ASC,SAN BERNARDINO,SAN BERNARDINO,0,34.13585093,-117.2757779,92404,INACTIVE - CAPEN DECISION
240000285,LAUREL CONVALESCENT HOSPITAL,SNF,FONTANA,SAN BERNARDINO,99,34.117335,-117.412893,92336,ACTIVE
240000286,MOUNTAIN VIEW POST ACUTE,SNF,BARSTOW,SAN BERNARDINO,59,34.876953,-117.0600615,92311,ACTIVE
240000287,COMMUNITY EXTENDED CARE HOSPITAL OF MONTCLAIR,SNF,MONTCLAIR,SAN BERNARDINO,140,34.079076,-117.694512,91763,ACTIVE
240000289,UPLAND REHABILITATION AND CARE CENTER,SNF,UPLAND,SAN BERNARDINO,206,34.100505,-117.6350265,91786,ACTIVE
240000298,HI DESERT HOME HEALTH SERVICES,HHA,JOSHUA TREE,SAN BERNARDINO,0,34.132581,-116.275086,92252,ACTIVE
240000317,COMMUNITY HOSPITAL OF SAN BERNARDINO D/P APH,APH,SAN BERNARDINO,SAN BERNARDINO,74,34.13163171,-117.3225026,92411,ACTIVE
240000337,DEL ROSA VILLA D/P ICF,ICF,SAN BERNARDINO,SAN BERNARDINO,5,34.134426,-117.25389,92404,ACTIVE
240000365,KNOLLS WEST POST ACUTE LLC,SNF,VICTORVILLE,SAN BERNARDINO,118,34.501014,-117.2954475,92395,ACTIVE
240000417,PACIFIC EYE INSTITUTE,ASC/SURGC,UPLAND,SAN BERNARDINO,0,34.100379,-117.633843,91786,INACTIVE - CAPEN DECISION
240000454,ARROWHEAD REGIONAL MEDICAL CENTER D/P APH,APH,COLTON,SAN BERNARDINO,90,34.07193214,-117.3527728,92324,ACTIVE
240000524,ACCENTCARE HOME HEALTH OF CALIFORNIA INC,HHA,CORONA,RIVERSIDE,0,33.8705531,-117.5449699,92879,ACTIVE
240000535,INLAND SURGERY CENTER,ASC,REDLANDS,SAN BERNARDINO,0,34.038315,-117.204516,92373,INACTIVE - CAPEN DECISION
240000536,LOMA LINDA AMBULATORY SURGICAL CENTER,ASC/SURGC,LOMA LINDA,SAN BERNARDINO,0,34.04707052,-117.2436824,92354,ACTIVE
240000559,LOMA LINDA UNIVERSITY CHILDREN’S HOSPITAL PEDIATRIC OUTPATIENT CHRONIC DIALYSIS,ESRD,LOMA LINDA,SAN BERNARDINO,0,34.04920239,-117.2611754,92354,ACTIVE
240000578,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,APH,REDLANDS,SAN BERNARDINO,89,34.049439,-117.214092,92373,ACTIVE
240000585,YORK HOUSE,ICFDDH,YUCAIPA,SAN BERNARDINO,6,34.041033,-117.0262035,92399,ACTIVE
240000612,LOGAN HOUSE,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.119396,-117.6007815,91730,ACTIVE
240000617,KENDALL HOUSE,ICFDDH,REDLANDS,SAN BERNARDINO,6,34.055802,-117.137007,92374,ACTIVE
240000630,HOSPICE OF REDLANDS COMMUNITY HOSPITAL,HOSPICE,REDLANDS,SAN BERNARDINO,0,34.036506,-117.2051775,92373,ACTIVE
240000633,KENYON HOUSE,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.136217,-117.586791,91737,ACTIVE
240000647,BLANDFORD HOUSE,ICFDDN,YUCAIPA,SAN BERNARDINO,6,34.014735,-117.06219,92399,ACTIVE
240000648,SALISBURY HOUSE,ICFDDN,YUCAIPA,SAN BERNARDINO,6,34.014735,-117.06219,92399,ACTIVE
240000649,CANTERBURY HOUSE,ICFDDN,YUCAIPA,SAN BERNARDINO,6,34.014735,-117.06219,92399,ACTIVE
240000650,MADISON GROVE POST ACUTE,SNF,REDLANDS,SAN BERNARDINO,243,34.038909,-117.2036025,92373,ACTIVE
240000675,NORWOOD HOUSE,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.112331,-117.6067935,91730,ACTIVE
240000676,MONTEREY HOUSE,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.120062,-117.5790285,91730,ACTIVE
240000682,INDIAN CANYON POST ACUTE,SNF,YUCCA VALLEY,SAN BERNARDINO,99,34.096752,-116.413488,92284,ACTIVE
240000687,NORTHAMPTON HOUSE,ICFDDH,YUCAIPA,SAN BERNARDINO,6,34.016022,-117.035181,92399,ACTIVE
240000688,WINDSOR HOUSE,ICFDDN,YUCAIPA,SAN BERNARDINO,6,34.056189,-117.0328275,92399,ACTIVE
240000698,PLANNED PARENTHOOD-ORANGE/SAN BERNARDINO COUNTIES,COMTYC,UPLAND,SAN BERNARDINO,0,34.106328,-117.663777,91786,ACTIVE
240000700,ASISTENCIA VILLA HEALTHCARE CENTER,SNF,REDLANDS,SAN BERNARDINO,99,34.047351,-117.216846,92373,ACTIVE
240000719,FONTANA DIALYSIS,ESRD/CDC,FONTANA,SAN BERNARDINO,28,34.10721,-117.420822,92335,ACTIVE
240000725,"TOIYABE INDIAN HEALTH PROJECT, INC.",FQHC,BISHOP,INYO,0,37.36217346,-118.4183168,93514,
240000747,LANCASTER HOUSE,ICFDDH,REDLANDS,SAN BERNARDINO,6,34.05681,-117.1642455,92374,ACTIVE
240000778,CANYON RIDGE HOSPITAL,APH,CHINO,SAN BERNARDINO,157,34.009074,-117.68805,91710,ACTIVE
240000780,PHYSICIAN'S SURGERY CENTER,ASC,VICTORVILLE,SAN BERNARDINO,0,34.47936,-117.2893545,92395,INACTIVE - CAPEN DECISION
240000853,RAINBOW HOUSE,ICFDDH,HIGHLAND,SAN BERNARDINO,6,34.133643,-117.1959075,92346,ACTIVE
240000854,SEVENTEENTH STREET HOUSE,ICFDDH,SAN BERNARDINO,SAN BERNARDINO,6,34.130142,-117.2368485,92404,ACTIVE
240000855,PALMYRA HOUSE,ICFDDH,SAN BERNARDINO,SAN BERNARDINO,6,34.161579,-117.284193,92404,ACTIVE
240000873,RECHE CANYON REGIONAL REHAB CENTER,SNF,COLTON,SAN BERNARDINO,156,34.045416,-117.2833065,92324,ACTIVE
240000876,LANFAIR HOUSE,ICFDDH,REDLANDS,SAN BERNARDINO,6,34.07193,-117.1676025,92374,ACTIVE
240000899,PIONEER HOME HEALTH CARE,HHA,BISHOP,INYO,0,37.363329,-118.3979115,93514,ACTIVE
240000904,HILLSIDE HOUSE,ICFDDN,YUCAIPA,SAN BERNARDINO,6,34.03656,-117.0559935,92399,ACTIVE
240000905,TERRACE VIEW HOUSE,ICFDDN,YUCAIPA,SAN BERNARDINO,6,34.03656,-117.0559935,92399,ACTIVE
240000925,HI-DESERT MEDICAL CENTER D/P SNF,SNF,JOSHUA TREE,SAN BERNARDINO,120,34.132581,-116.275086,92252,ACTIVE
240000969,VAN BUREN HOME,ICFDDN,GRAND TERRACE,SAN BERNARDINO,6,34.026867,-117.305784,92313,ACTIVE
240000979,BEAR VALLEY COMMUNITY HOSPITAL D/P SNF,SNF,BIG BEAR LAKE,SAN BERNARDINO,21,34.246656,-116.8879005,92315,ACTIVE
240000991,MOUNTAINS COMMUNITY HOSPITAL D/P SNF,SNF,LAKE ARROWHEAD,SAN BERNARDINO,20,34.265655,-117.168435,92352,ACTIVE
240000993,COLUMBINE HOUSE,ICFDDN,MONTCLAIR,SAN BERNARDINO,6,34.08291,-117.6867945,91763,ACTIVE
240000996,STILLMAN HOUSE,ICFDDH,REDLANDS,SAN BERNARDINO,6,34.061688,-117.150858,92374,ACTIVE
240001000,LILLIAN HOUSE,ICFDDH,HIGHLAND,SAN BERNARDINO,6,34.127883,-117.214236,92346,ACTIVE
240001007,VILLA HOUSE,ICFDDH,HIGHLAND,SAN BERNARDINO,6,34.123437,-117.2024415,92346,ACTIVE
240001009,DESERT CITIES DIALYSIS,ESRD/CDC,VICTORVILLE,SAN BERNARDINO,30,34.481394,-117.29007,92395,ACTIVE
240001011,APPLE VALLEY CARE CENTER,SNF,APPLE VALLEY,SAN BERNARDINO,99,34.468218,-117.241227,92308,ACTIVE
240001021,EDGEMONT HOUSE,ICFDDH,HIGHLAND,SAN BERNARDINO,6,34.149681,-117.2323305,92346,ACTIVE
240001032,CEDAR MOUNTAIN POST ACUTE,SNF,YUCAIPA,SAN BERNARDINO,99,34.036137,-117.0527085,92399,ACTIVE
240001060,FOOTHILL AMBULATORY SURGERY CENTER,ASC,UPLAND,SAN BERNARDINO,0,34.106589,-117.6376545,91786,INACTIVE - CAPEN DECISION
240001075,NEWCOMB HOUSE,ICFDDH,SAN BERNARDINO,SAN BERNARDINO,6,34.143561,-117.238536,92404,ACTIVE
240001081,HERITAGE PARK NURSING CENTER,SNF,UPLAND,SAN BERNARDINO,70,34.097346,-117.6555195,91786,ACTIVE
240001089,COMMUNITY HOSPITAL OF SAN BERNARDINO D/P SNF,SNF,SAN BERNARDINO,SAN BERNARDINO,88,34.13163171,-117.3225026,92411,ACTIVE
240001092,MAVIS DIVISION,ICFDDH,GRAND TERRACE,SAN BERNARDINO,6,34.028703,-117.3217275,92313,ACTIVE
240001095,FRESENIUS KIDNEY CARE REDLANDS,ESRD/CDC,REDLANDS,SAN BERNARDINO,25,34.062147,-117.2065995,92373,ACTIVE
240001102,SOUTHERN INYO HOSPITAL D/P SNF,SNF,LONE PINE,INYO,33,36.609012,-118.057932,93545,ACTIVE
240001111,ROSEWOOD HOUSE,ICFDDN,ONTARIO,SAN BERNARDINO,6,34.07724,-117.6613965,91762,ACTIVE
240001155,FIFTEENTH STREET HOUSE,ICFDDH,UPLAND,SAN BERNARDINO,6,34.118163,-117.629955,91786,ACTIVE
240001193,ODESSEY HOME,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.124895,-117.6068925,91701,ACTIVE
240001195,LA VINE HOUSE,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.125768,-117.588411,91701,ACTIVE
240001197,TEAK HOUSE,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.121277,-117.587448,91730,ACTIVE
240001218,BALLARD REHABILITATION HOSPITAL,GACH,SAN BERNARDINO,SAN BERNARDINO,60,34.1293768,-117.3254677,92411,ACTIVE
240001220,MAXIM HEALTHCARE SERVICES INC.,HHA,SAN BERNARDINO,SAN BERNARDINO,0,34.067835,-117.273267,92408,ACTIVE
240001229,INLAND FAMILY COMMUNITY HEALTH CENTER,COMTYC,SAN BERNARDINO,SAN BERNARDINO,0,34.111566,-117.291267,92401,ACTIVE
240001240,REDLANDS DENTAL SURGERY CENTER,ASC/SURGC,REDLANDS,SAN BERNARDINO,0,34.068969,-117.217206,92374,ACTIVE
240001260,CHINO DIALYSIS,ESRD/CDC,CHINO,SAN BERNARDINO,24,34.0182,-117.7078815,91710,ACTIVE
240001263,CANAL DIVISION,ICFDDH,GRAND TERRACE,SAN BERNARDINO,6,34.038279,-117.318771,92313,ACTIVE
240001266,GROVE DIVISION,ICFDDH,UPLAND,SAN BERNARDINO,6,34.115229,-117.628992,91786,ACTIVE
240001278,MOUNTAIN VISTA DIALYSIS CENTER,ESRD/CDC,SAN BERNARDINO,SAN BERNARDINO,28,34.164981,-117.331452,92407,ACTIVE
240001294,REDLANDS COMMUNITY HOSP. HOME HEALTH CARE SERVICES,HHA,REDLANDS,SAN BERNARDINO,0,34.036506,-117.2051775,92373,ACTIVE
240001301,OAKS DIVISION,ICFDDH,CHINO,SAN BERNARDINO,6,34.014303,-117.675882,91710,ACTIVE
240001306,MOUNTAIN VIEW SURGERY CENTER AND MEDICAL CLINIC,ASC,REDLANDS,SAN BERNARDINO,0,34.064685,-117.2365335,92374,INACTIVE - CAPEN DECISION
240001330,DESERT VALLEY HOSPITAL,GACH,VICTORVILLE,SAN BERNARDINO,148,34.472016,-117.297738,92395,ACTIVE
240001373,BALLARD REHABILITATION HOSPITAL,PPSREHB,SAN BERNARDINO,SAN BERNARDINO,0,34.129233,-117.3254535,92411,ACTIVE
240001376,AGAPE HOME CARE,HHA,UPLAND,SAN BERNARDINO,0,34.095078,-117.6613425,91786,ACTIVE
240001386,HIGH DESERT FAMILY MEDICAL CLINIC,RHC,YUCCA VALLEY,SAN BERNARDINO,0,34.119468,-116.437005,92284,
240001393,REDLANDS COMMUNITY HOSPITAL D/P SNF,SNF,REDLANDS,SAN BERNARDINO,16,34.036506,-117.2051775,92373,ACTIVE
240001394,LOMA SOLA DIVISION,ICFDDN,UPLAND,SAN BERNARDINO,6,34.110495,-117.628272,91786,ACTIVE
240001421,QUALITY HOME HEALTH AGENCY,HHA,ONTARIO,SAN BERNARDINO,0,34.05190888,-117.5566763,91761,ACTIVE
240001433,CARE ESSENTIALS HOME HEALTH,HHA,GRAND TERRACE,SAN BERNARDINO,0,34.03324301,-117.316818,92313,ACTIVE
240001459,HI-DESERT DIALYSIS,ESRD/CDC,YUCCA VALLEY,SAN BERNARDINO,25,34.119729,-116.424279,92284,ACTIVE
240001471,KINGSTON HOUSE,ICFDDN,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.133238,-117.580059,91737,ACTIVE
240001477,GOOD HOPE HOME HEALTH,HHA,UPLAND,SAN BERNARDINO,0,34.106661,-117.644247,91786,ACTIVE
240001511,ITUMA,ICFDDH,APPLE VALLEY,SAN BERNARDINO,8,34.491015,-117.218646,92308,ACTIVE
240001515,KINDRED HOSPITAL RANCHO,GACH,RANCHO CUCAMONGA,SAN BERNARDINO,55,34.103529,-117.5663205,91730,ACTIVE
240001521,ADEPT HOME HEALTH SERVICES INC,HHA,UPLAND,SAN BERNARDINO,0,34.104591,-117.668277,91786,ACTIVE
240001534,VISITING HOME NURSES INC.,HHA,RANCHO CUCAMONGA,SAN BERNARDINO,0,34.111548,-117.5728275,91730,ACTIVE
240001541,SAC HEALTH SYSTEM NORTON,COMTYC,SAN BERNARDINO,SAN BERNARDINO,0,34.10360705,-117.2563725,92408,ACTIVE
240001549,ETHICAL HOME HEALTH CARE INC,HHA,UPLAND,SAN BERNARDINO,0,34.100334,-117.650673,91786,ACTIVE
240001555,"HIGH DESERT PREGNANCY CLINIC, INC.",COMTYC,YUCCA VALLEY,SAN BERNARDINO,0,34.12539,-116.403563,92284,ACTIVE
240001573,YORKTOWN DIVISION,ICFDDN,UPLAND,SAN BERNARDINO,6,34.129575,-117.64719,91784,ACTIVE
240001579,MONTCLAIR DIALYSIS CENTER,ESRD/CDC,MONTCLAIR,SAN BERNARDINO,28,34.08853402,-117.698464,91763,ACTIVE
240001585,"AMERICAN DESERT MEDICAL CLINICS/SEAN R.THOMAS,MD",RHC,TWENTYNINE PALMS,SAN BERNARDINO,0,34.141473,-116.0551035,92277,
240001604,SEAN R. THOMAS M.D. INC.,RHC,YUCCA VALLEY,SAN BERNARDINO,0,34.11799301,-116.4513856,92284,
240001610,DESERT CITIES DIALYSIS OF BARSTOW,ESRD/CDC,BARSTOW,SAN BERNARDINO,25,34.891614,-117.019197,92311,ACTIVE
240001612,SIERRA PARK FAMILY MEDICINE AND URGENT CARE CENTER,RHC,MAMMOTH LAKES,MONO,0,37.64575873,-118.9639063,93546,
240001613,RAI - WEST C - COLTON,ESRD/CDC,COLTON,SAN BERNARDINO,37,34.053951,-117.308728,92324,ACTIVE
240001623,KANDDID HEALTHCARE INC,HHA,FONTANA,SAN BERNARDINO,0,34.087491,-117.4347225,92335,ACTIVE
240001673,SHEPHERD DIVISION,ICFDDN,UPLAND,SAN BERNARDINO,6,34.146648,-117.662526,91784,ACTIVE
240001681,POLLOCK PHYSICAL THERAPY AND SPORTS CLINIC,REHABC,UPLAND,SAN BERNARDINO,0,34.098336,-117.668376,91786,
240001682,MESA TERRACE DIVISION,ICFDDN,UPLAND,SAN BERNARDINO,6,34.154685,-117.6688125,91784,ACTIVE
240001684,CASA #1,ICFDDN,UPLAND,SAN BERNARDINO,6,34.113213,-117.6482475,91786,ACTIVE
240001687,INDEPENDENT OPTIONS INC/THIRD AVENUE HOUSE,ICFDDH,UPLAND,SAN BERNARDINO,6,34.110468,-117.646587,91786,ACTIVE
240001692,CHESHIRE,ICFDDH,VICTORVILLE,SAN BERNARDINO,8,34.485228,-117.3589875,92392,ACTIVE
240001700,TOIYABE INDIAN HEALTH PROJECT INC.-DIALYSIS CTR,FQHC,BISHOP,INYO,0,37.36204345,-118.418318,93514,
240001703,TOIYABE INDIAN HEALTH PROJECT-LONE PINE CLINIC,FQHC,LONE PINE,INYO,0,36.59508,-118.050741,93545,
240001704,TOIYABE INDIAN HEALTH PROJECT-CAMP ANTELOPE CLINIC,FQHC,COLEVILLE,MONO,0,38.529036,-119.4549255,96107,
240001711,MORENO DIVISION,ICFDDN,MONTCLAIR,SAN BERNARDINO,6,34.088301,-117.699102,91763,ACTIVE
240001712,MANZANITA HOME,ICFDDH,ONTARIO,SAN BERNARDINO,6,34.039026,-117.661518,91762,ACTIVE
240001718,CORAM CVS/SPECIALTY INFUSION SERVICES,HHA,ONTARIO,SAN BERNARDINO,0,34.051911,-117.5570288,91761,ACTIVE
240001722,LIFE CHOICE PREGNANCY CENTER,COMTYC,SAN BERNARDINO,SAN BERNARDINO,0,34.067412,-117.285588,92408,ACTIVE
240001723,SAN MANUEL INDIAN HEALTH CLINIC,FQHC,GRAND TERRACE,SAN BERNARDINO,0,34.036344,-117.3146535,92324,
240001725,BEAR VALLEY PHYSICAL THERAPY & SPORTS REHAB.,OPT/SP,BIG BEAR LAKE,SAN BERNARDINO,0,34.242822,-116.8868565,92315,
240001729,MARIAH,ICFDDH,APPLE VALLEY,SAN BERNARDINO,8,34.532352,-117.2643255,92307,ACTIVE
240001731,"KAISER FOUNDATION HOSPITAL, FONTANA",ESRD,FONTANA,SAN BERNARDINO,0,34.07184,-117.432081,92335,
240001733,MAMMOTH HOSPITAL,RHC,MAMMOTH LAKES,MONO,0,37.64575873,-118.9639063,93546,ACTIVE
240001735,FMC DIALYSIS SERVICES RANCHO CUCAMONGA,ESRD/CDC,RANCHO CUCAMONGA,SAN BERNARDINO,26,34.091046,-117.5749965,91730,ACTIVE
240001741,BEECHWOOD DIVISION,ICFDDN,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.151742,-117.6317685,91701,ACTIVE
240001746,RAI - NORTH RIVERSIDE - RIALTO,ESRD/CDC,RIALTO,SAN BERNARDINO,21,34.132905,-117.371097,92376,ACTIVE
240001749,LADENEY HOME,ICFDDH,ONTARIO,SAN BERNARDINO,6,34.084503,-117.6649515,91762,ACTIVE
240001751,VICTORIA DIVISION,ICFDDH,RANCHO CUCAMONGA,SAN BERNARDINO,6,34.12872,-117.5134455,91739,ACTIVE
240001753,CASA #2,ICFDDN,UPLAND,SAN BERNARDINO,6,34.114068,-117.6500925,91786,ACTIVE
240001763,PRIORITY ONE HOME HEALTH SERVICES INC,HHA,MONTCLAIR,SAN BERNARDINO,0,34.080903,-117.6967665,91763,ACTIVE
240001764,FAMILY HEALTH CENTER RHC,RHC/OP,BIG BEAR LAKE,SAN BERNARDINO,0,34.24752103,-116.8899632,92315,ACTIVE
240001766,PLANNED PARENTHOOD/ORANGE & SAN BERNARDINO CO. INC,COMTYC,SAN BERNARDINO,SAN BERNARDINO,0,34.067826,-117.285588,92408,ACTIVE
240001777,SAN ANTONIO AMBULATORY SURGICAL CENTER INC,ASC,UPLAND,SAN BERNARDINO,0,34.10013265,-117.6391287,91786,INACTIVE - CAPEN DECISION
240001781,BAKERSFIELD BRIMHALL DIALYSIS,ESRD/CDC,BAKERSFIELD,KERN,20,35.367777,-119.096451,93312,ACTIVE
240001782,BAKERSFIELD DIALYSIS CENTER,ESRD/CDC,BAKERSFIELD,KERN,43,35.3664107,-119.0592245,93309,ACTIVE
240001783,DELANO DIALYSIS,ESRD/CDC,DELANO,KERN,32,35.755569,-119.2500315,93215,ACTIVE
240001784,SRS-RIDGECREST,ESRD/CDC,RIDGECREST,KERN,12,35.620083,-117.6473385,93555,ACTIVE
240001785,NORTHEAST DIALYSIS,ESRD/CDC,BAKERSFIELD,KERN,38,35.394246,-118.952262,93306,ACTIVE
240001787,MERCED DIALYSIS,ESRD/CDC,MERCED,MERCED,32,37.326177,-120.46995,95340,ACTIVE
240001788,FRESNO DIALYSIS,ESRD/CDC,FRESNO,FRESNO,40,36.809307,-119.8693665,93722,ACTIVE
240001789,BMA OF CENTRAL VALLEY RURAL DIALYSIS,ESRD/CDC,REEDLEY,FRESNO,17,36.60422884,-119.4407375,93654,ACTIVE
240001790,HANFORD DIALYSIS,ESRD/CDC,HANFORD,KINGS,20,36.327213,-119.651031,93230,ACTIVE
240001792,ASH TREE DIALYSIS,ESRD/CDC,FRESNO,FRESNO,36,36.77427,-119.729277,93727,ACTIVE
240001793,KAWEAH HEALTH DIALYSIS CENTER,ESRD,VISALIA,TULARE,0,36.32009023,-119.3481054,93277,ACTIVE
240001794,TULARE DIALYSIS,ESRD/CDC,TULARE,TULARE,16,36.208422,-119.341098,93274,ACTIVE
240001796,SAN JOAQUIN VALLEY DIALYSIS CENTER,ESRD/CDC,FRESNO,FRESNO,22,36.78372,-119.7710685,93726,ACTIVE
240001797,ALMOND WOOD DIALYSIS,ESRD/CDC,MADERA,MADERA,22,36.94617,-120.0511215,93637,ACTIVE
240001798,VISALIA DIALYSIS,ESRD/CDC,VISALIA,TULARE,24,36.324414,-119.3517765,93277,ACTIVE
240001799,ATWATER DIALYSIS,ESRD/CDC,ATWATER,MERCED,16,37.34305386,-120.6124236,95301,ACTIVE
240001800,LOS BANOS DIALYSIS,ESRD/CDC,LOS BANOS,MERCED,24,37.06722,-120.855159,93635,ACTIVE
240001803,SELMA DIALYSIS,ESRD/CDC,SELMA,FRESNO,30,36.57356768,-119.6242431,93662,ACTIVE
240001811,PALM SPRINGS DIALYSIS,ESRD/CDC,PALM SPRINGS,RIVERSIDE,20,33.837147,-116.546409,92262,ACTIVE
240001812,HEMET DIALYSIS CENTER,ESRD/CDC,HEMET,RIVERSIDE,39,33.747723,-117.0040545,92545,ACTIVE
240001813,RIVERSIDE DIALYSIS CENTER,ESRD/CDC,RIVERSIDE,RIVERSIDE,32,34.002693,-117.373923,92501,ACTIVE
240001814,RAI - CORPORATE WAY - PALM DESERT,ESRD/CDC,PALM DESERT,RIVERSIDE,21,33.746796,-116.362737,92260,ACTIVE
240001815,"KIDNEY INSTITUTE OF THE DESERT, LLC",ESRD/CDC,INDIO,RIVERSIDE,0,33.707052,-116.238681,92201,ACTIVE
240001816,CORONA DIALYSIS CENTER,ESRD/CDC,CORONA,RIVERSIDE,0,33.849639,-117.535923,92881,ACTIVE
240001817,MURRIETA DIALYSIS CENTER,ESRD/CDC,MURRIETA,RIVERSIDE,24,33.599241,-117.1794465,92562,ACTIVE
240001818,TEMECULA DIALYSIS CENTER,ESRD/CDC,TEMECULA,RIVERSIDE,0,33.52819294,-117.1603434,92591,ACTIVE
240001821,DIAMOND VALLEY DIALYSIS,ESRD/CDC,SAN JACINTO,RIVERSIDE,37,33.80247,-116.9712405,92583,ACTIVE
240001822,VALLEY VIEW DIALYSIS CENTER,ESRD/CDC,MORENO VALLEY,RIVERSIDE,34,33.91017889,-117.1925294,92555,ACTIVE
240001823,BLYTHE DESERT DIALYSIS,ESRD/CDC,BLYTHE,RIVERSIDE,0,33.61031665,-114.605055,92225,ACTIVE
240001824,KIDNEY INSTITUTE AT EMC LLC,ESRD/CDC,RANCHO MIRAGE,RIVERSIDE,0,33.764652,-116.40555,92270,ACTIVE
240001825,FMC DIALYSIS SERVICES RIVERSIDE,ESRD/CDC,RIVERSIDE,RIVERSIDE,26,33.898356,-117.4733235,92503,ACTIVE
240001826,CHINO HILLS PRIMARY CARE CENTER,COMTYC,CHINO HILLS,SAN BERNARDINO,0,33.996834,-117.758808,91709,ACTIVE
